TAKEOFF,39.793871,-4.081010,10.00
WAYPOINT,39.793754,-4.082454,20.00
WAYPOINT,39.793183,-4.084008,25.00
WAYPOINT,39.793084,-4.087937,20.00
WAYPOINT,39.796830,-4.084094,30.00
WAYPOINT,39.795766,-4.083341,20.00
WAYPOINT,39.795094,-4.081851,15.00
LAND,39.794037,-4.080963,10.00
