TAKEOFF,39.794006,-4.081144,10.00
WAYPOINT,39.794668,-4.081385,10.00
WAYPOINT,39.794949,-4.082540,5.00
WAYPOINT,39.795643,-4.082414,5.00
WAYPOINT,39.795979,-4.082879,5.00
WAYPOINT,39.795485,-4.083461,15.00
WAYPOINT,39.793916,-4.083744,3.00
WAYPOINT,39.793991,-4.082493,5.00
LAND,39.794010,-4.080989,8.00
